safe_stem,original_stem,n_classes,model_id,source,accuracy,f1_macro,balanced_accuracy,roc_auc_ovr_macro,error,config_path,weight_path,metrics_path
HRAST,HRAST,2,mlp_gelu_head_ddp_2_labels_FeatEnc_RNN__all_data_ckpt,config_scan,,,,,load_model: dictionary update sequence element #0 has length 1; 2 is required,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/mlp_gelu_head_ddp/2_labels/FeatEnc_RNN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/2-labels/all-data/FeatEnc_RNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\mlp_gelu_head_ddp_2_labels_FeatEnc_RNN__all_data_ckpt\metrics.json
HRAST,HRAST,2,transformers_2_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt,config_scan,0.7,0.696969696969697,0.7083333333333333,,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/transformers/2_labels/B3_E_DL1_DistilBERT_mlp768_1024.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/2-labels/all-data/B3_E_DL1_DistilBERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\transformers_2_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,2,transformers_2_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt,config_scan,0.75,0.7442455242966752,0.75,,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/transformers/2_labels/B4_E_DL3_BERT_mlp768_1024.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/2-labels/all-data/B4_E_DL3_BERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\transformers_2_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,2,transformers_2_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt,config_scan,0.8,0.8,0.8333333333333333,,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/transformers/2_labels/B5_E_DL2_RoBERTa_mlp768_1024.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/2-labels/all-data/B5_E_DL2_RoBERTa_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\transformers_2_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_CNN__all_data_ckpt,config_scan,0.5,0.2222222222222222,0.3333333333333333,0.5854166666666667,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/feature_encoder/3_labels/FeatEnc_CNN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_CNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_CNN__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_FFN__all_data_ckpt,config_scan,0.5,0.2222222222222222,0.3333333333333333,0.5973958333333333,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/feature_encoder/3_labels/FeatEnc_FFN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_FFN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_FFN__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_GRU__all_data_ckpt,config_scan,0.5,0.2222222222222222,0.3333333333333333,0.6633680555555556,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/feature_encoder/3_labels/FeatEnc_GRU.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_GRU.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_GRU__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_LSTM__all_data_ckpt,config_scan,0.5,0.2222222222222222,0.3333333333333333,0.5549768518518519,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/feature_encoder/3_labels/FeatEnc_LSTM.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_LSTM.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_LSTM__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_RNN__all_data_ckpt,config_scan,0.5,0.2222222222222222,0.3333333333333333,0.3894097222222222,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/feature_encoder/3_labels/FeatEnc_RNN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_RNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_RNN__all_data_ckpt\metrics.json
HRAST,HRAST,3,ml_3_labels_E_ML1_LogisticRegression__all_data_ckpt,config_scan,,,,,"load_model: Error(s) in loading state_dict for LogisticRegression:
	size mismatch for _weights: copying a param with shape torch.Size([3, 100]) from checkpoint, the shape in current model is torch.Size([2, 100]).
	size mismatch for _bias: copying a param with shape torch.Size([3]) from checkpoint, the shape in current model is torch.Size([2]).",/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/ml/3_labels/E_ML1_LogisticRegression.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/E_ML1_LogisticRegression.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\ml_3_labels_E_ML1_LogisticRegression__all_data_ckpt\metrics.json
HRAST,HRAST,3,ml_3_labels_E_ML2_LinearSVC__all_data_ckpt,config_scan,0.5,0.28235294117647064,0.34722222222222215,0.5104166666666666,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/ml/3_labels/E_ML2_LinearSVC.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/E_ML2_LinearSVC.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\ml_3_labels_E_ML2_LinearSVC__all_data_ckpt\metrics.json
HRAST,HRAST,3,mlp_gelu_head_ddp_3_labels_FeatEnc_CNN__all_data_ckpt,config_scan,,,,,load_model: dictionary update sequence element #0 has length 1; 2 is required,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/mlp_gelu_head_ddp/3_labels/FeatEnc_CNN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_CNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\mlp_gelu_head_ddp_3_labels_FeatEnc_CNN__all_data_ckpt\metrics.json
HRAST,HRAST,3,mlp_gelu_head_ddp_3_labels_FeatEnc_FFN__all_data_ckpt,config_scan,,,,,load_model: dictionary update sequence element #0 has length 1; 2 is required,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/mlp_gelu_head_ddp/3_labels/FeatEnc_FFN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_FFN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\mlp_gelu_head_ddp_3_labels_FeatEnc_FFN__all_data_ckpt\metrics.json
HRAST,HRAST,3,mlp_gelu_head_ddp_3_labels_FeatEnc_GRU__all_data_ckpt,config_scan,,,,,load_model: dictionary update sequence element #0 has length 1; 2 is required,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/mlp_gelu_head_ddp/3_labels/FeatEnc_GRU.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_GRU.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\mlp_gelu_head_ddp_3_labels_FeatEnc_GRU__all_data_ckpt\metrics.json
HRAST,HRAST,3,mlp_gelu_head_ddp_3_labels_FeatEnc_LSTM__all_data_ckpt,config_scan,,,,,load_model: dictionary update sequence element #0 has length 1; 2 is required,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/mlp_gelu_head_ddp/3_labels/FeatEnc_LSTM.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_LSTM.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\mlp_gelu_head_ddp_3_labels_FeatEnc_LSTM__all_data_ckpt\metrics.json
HRAST,HRAST,3,mlp_gelu_head_ddp_3_labels_FeatEnc_RNN__all_data_ckpt,config_scan,,,,,load_model: dictionary update sequence element #0 has length 1; 2 is required,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/mlp_gelu_head_ddp/3_labels/FeatEnc_RNN.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/FeatEnc_RNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\mlp_gelu_head_ddp_3_labels_FeatEnc_RNN__all_data_ckpt\metrics.json
HRAST,HRAST,3,moe_uniform__experts_all_data_3label,moe_manifest,0.5,0.2222222222222222,0.3333333333333333,0.6012731481481481,,,,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\moe_uniform__experts_all_data_3label\metrics.json
HRAST,HRAST,3,transformers_3_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt,config_scan,0.5833333333333334,0.423859649122807,0.47222222222222215,0.7447337962962962,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/transformers/3_labels/B3_E_DL1_DistilBERT_mlp768_1024.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/B3_E_DL1_DistilBERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\transformers_3_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,3,transformers_3_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt,config_scan,0.625,0.45751633986928103,0.5,0.7575810185185184,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/transformers/3_labels/B4_E_DL3_BERT_mlp768_1024.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/B4_E_DL3_BERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\transformers_3_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,3,transformers_3_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt,config_scan,0.6666666666666666,0.48484848484848486,0.5555555555555555,0.7945601851851851,,/home/ubuntu/CAPSTONE/TEMP/Code/thesis/config/transformers/3_labels/B5_E_DL2_RoBERTa_mlp768_1024.json,/home/ubuntu/CAPSTONE/TEMP/checkpoints/3-labels/all-data/B5_E_DL2_RoBERTa_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\transformers_3_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,2,transformers_2_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt,config_scan,0.889967637540453,0.8890346718240967,0.8915119275754972,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\transformers\2_labels\B3_E_DL1_DistilBERT_mlp768_1024.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\B3_E_DL1_DistilBERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\transformers_2_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,2,transformers_2_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt,config_scan,0.9039913700107874,0.902950548927025,0.9043174330460394,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\transformers\2_labels\B4_E_DL3_BERT_mlp768_1024.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\B4_E_DL3_BERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\transformers_2_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,2,transformers_2_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt,config_scan,0.9039913700107874,0.902814736284124,0.9035457042792006,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\transformers\2_labels\B5_E_DL2_RoBERTa_mlp768_1024.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\B5_E_DL2_RoBERTa_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\transformers_2_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,2,ml_2_labels_E_ML1_LogisticRegression__all_data_ckpt,config_scan,0.4412081984897519,0.3061377245508982,0.5,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\ml\2_labels\E_ML1_LogisticRegression.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\E_ML1_LogisticRegression.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\ml_2_labels_E_ML1_LogisticRegression__all_data_ckpt\metrics.json
HRAST,HRAST,2,ml_2_labels_E_ML2_LinearSVC__all_data_ckpt,config_scan,0.5587918015102481,0.35847750865051903,0.5,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\ml\2_labels\E_ML2_LinearSVC.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\E_ML2_LinearSVC.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\ml_2_labels_E_ML2_LinearSVC__all_data_ckpt\metrics.json
HRAST,HRAST,2,ml_2_labels_E_ML3_DecisionTreeClassifier__all_data_ckpt,config_scan,0.4412081984897519,0.3061377245508982,0.5,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\ml\2_labels\E_ML3_DecisionTreeClassifier.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\E_ML3_DecisionTreeClassifier.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\ml_2_labels_E_ML3_DecisionTreeClassifier__all_data_ckpt\metrics.json
HRAST,HRAST,2,feature_encoder_2_labels_FeatEnc_CNN__all_data_ckpt,config_scan,0.6256742179072277,0.5650847132216443,0.5899429817522727,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\2_labels\FeatEnc_CNN.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\FeatEnc_CNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\feature_encoder_2_labels_FeatEnc_CNN__all_data_ckpt\metrics.json
HRAST,HRAST,2,feature_encoder_2_labels_FeatEnc_FFN__all_data_ckpt,config_scan,0.6213592233009708,0.5633021735775113,0.5865964637358281,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\2_labels\FeatEnc_FFN.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\FeatEnc_FFN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\feature_encoder_2_labels_FeatEnc_FFN__all_data_ckpt\metrics.json
HRAST,HRAST,2,feature_encoder_2_labels_FeatEnc_GRU__all_data_ckpt,config_scan,0.4412081984897519,0.3061377245508982,0.5,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\2_labels\FeatEnc_GRU.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\FeatEnc_GRU.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\feature_encoder_2_labels_FeatEnc_GRU__all_data_ckpt\metrics.json
HRAST,HRAST,2,feature_encoder_2_labels_FeatEnc_LSTM__all_data_ckpt,config_scan,0.4412081984897519,0.3061377245508982,0.5,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\2_labels\FeatEnc_LSTM.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\FeatEnc_LSTM.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\feature_encoder_2_labels_FeatEnc_LSTM__all_data_ckpt\metrics.json
HRAST,HRAST,2,feature_encoder_2_labels_FeatEnc_RNN__all_data_ckpt,config_scan,0.4412081984897519,0.3061377245508982,0.5,,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\2_labels\FeatEnc_RNN.json,D:\CAPSTONE\new\TEMP\checkpoints\2-labels\all-data\FeatEnc_RNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\2label\HRAST\feature_encoder_2_labels_FeatEnc_RNN__all_data_ckpt\metrics.json
HRAST,HRAST,3,transformers_3_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt,config_scan,0.83,0.5736026877263406,0.5965298165787164,0.8646067622330489,,D:\CAPSTONE\new\TEMP\Code\thesis\config\transformers\3_labels\B3_E_DL1_DistilBERT_mlp768_1024.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\B3_E_DL1_DistilBERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\transformers_3_labels_B3_E_DL1_DistilBERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,3,transformers_3_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt,config_scan,0.852,0.5973795409636723,0.6156385118270103,0.873111421196319,,D:\CAPSTONE\new\TEMP\Code\thesis\config\transformers\3_labels\B4_E_DL3_BERT_mlp768_1024.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\B4_E_DL3_BERT_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\transformers_3_labels_B4_E_DL3_BERT_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,3,transformers_3_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt,config_scan,0.834,0.5761920987579298,0.6008187719679162,0.8563971832466567,,D:\CAPSTONE\new\TEMP\Code\thesis\config\transformers\3_labels\B5_E_DL2_RoBERTa_mlp768_1024.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\B5_E_DL2_RoBERTa_mlp768_1024.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\transformers_3_labels_B5_E_DL2_RoBERTa_mlp768_1024__all_data_ckpt\metrics.json
HRAST,HRAST,3,ml_3_labels_E_ML1_LogisticRegression__all_data_ckpt,config_scan,,,,,"load_model: Error(s) in loading state_dict for LogisticRegression:
	size mismatch for _weights: copying a param with shape torch.Size([3, 100]) from checkpoint, the shape in current model is torch.Size([2, 100]).
	size mismatch for _bias: copying a param with shape torch.Size([3]) from checkpoint, the shape in current model is torch.Size([2]).",D:\CAPSTONE\new\TEMP\Code\thesis\config\ml\3_labels\E_ML1_LogisticRegression.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\E_ML1_LogisticRegression.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\ml_3_labels_E_ML1_LogisticRegression__all_data_ckpt\metrics.json
HRAST,HRAST,3,ml_3_labels_E_ML2_LinearSVC__all_data_ckpt,config_scan,0.435,0.2394825186276918,0.34800640668611327,0.5137759119996459,,D:\CAPSTONE\new\TEMP\Code\thesis\config\ml\3_labels\E_ML2_LinearSVC.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\E_ML2_LinearSVC.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\ml_3_labels_E_ML2_LinearSVC__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_CNN__all_data_ckpt,config_scan,0.409,0.19351786136740004,0.3333333333333333,0.5592927435981414,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\3_labels\FeatEnc_CNN.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\FeatEnc_CNN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_CNN__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_FFN__all_data_ckpt,config_scan,0.417,0.2155243141385644,0.3365948903846214,0.5578234235642587,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\3_labels\FeatEnc_FFN.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\FeatEnc_FFN.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_FFN__all_data_ckpt\metrics.json
HRAST,HRAST,3,feature_encoder_3_labels_FeatEnc_GRU__all_data_ckpt,config_scan,0.409,0.19351786136740004,0.3333333333333333,0.6016265535350802,,D:\CAPSTONE\new\TEMP\Code\thesis\config\feature_encoder\3_labels\FeatEnc_GRU.json,D:\CAPSTONE\new\TEMP\checkpoints\3-labels\all-data\FeatEnc_GRU.safetensors,D:\CAPSTONE\new\TEMP\output\metrics\3label\HRAST\feature_encoder_3_labels_FeatEnc_GRU__all_data_ckpt\metrics.json
